,title,start_time,exercise_title,weight_kg,reps,rpe,week_of_a_year,muscle_group
632,Arma,2023-01-18 06:36:00,Seated Incline Curl (Dumbbell),12.0,7,8.0,12,Biceps
633,Arma,2023-01-18 06:36:00,Seated Incline Curl (Dumbbell),12.0,6,8.0,12,Biceps
634,Arma,2023-01-18 06:36:00,Bicep Curl (Cable),20.0,15,8.0,12,Biceps
635,Arma,2023-01-18 06:36:00,Bicep Curl (Cable),30.0,15,8.0,12,Biceps
636,Arma,2023-01-18 06:36:00,Bicep Curl (Cable),35.0,10,8.0,12,Biceps
637,Arma,2023-01-18 06:36:00,Bicep Curl (Cable),40.0,10,8.0,12,Biceps
638,Arma,2023-01-18 06:36:00,Triceps Extension (Cable),30.0,10,8.0,12,Triceps
639,Arma,2023-01-18 06:36:00,Triceps Extension (Cable),35.0,8,8.0,12,Triceps
640,Arma,2023-01-18 06:36:00,Triceps Extension (Cable),35.0,6,8.0,12,Triceps
641,Arma,2023-01-18 06:36:00,Hammer Curl (Cable),25.0,14,8.0,12,Biceps
642,Arma,2023-01-18 06:36:00,Hammer Curl (Cable),30.0,10,8.0,12,Biceps
643,Arma,2023-01-18 06:36:00,Hammer Curl (Cable),25.0,13,8.0,12,Biceps
644,Arma,2023-01-18 06:36:00,Bench Press - Close Grip (Barbell),40.0,12,8.0,12,Triceps
645,Arma,2023-01-18 06:36:00,Bench Press - Close Grip (Barbell),50.0,8,8.0,12,Triceps
646,Arma,2023-01-18 06:36:00,Bench Press - Close Grip (Barbell),50.0,7,8.0,12,Triceps
647,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),60.0,8,8.0,12,Hamstrings; Glutes
648,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),60.0,8,8.0,12,Hamstrings; Glutes
649,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),60.0,8,8.0,12,Hamstrings; Glutes
650,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),80.0,8,8.0,12,Hamstrings; Glutes
651,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),100.0,7,8.0,12,Hamstrings; Glutes
652,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),100.0,6,8.0,12,Hamstrings; Glutes
653,Blacc,2023-01-20 20:17:00,Deadlift (Barbell),110.0,2,8.0,12,Hamstrings; Glutes
654,Blacc,2023-01-20 20:17:00,Bent Over Row (Barbell),40.0,14,8.0,12,Upper Back
655,Blacc,2023-01-20 20:17:00,Bent Over Row (Barbell),60.0,10,8.0,12,Upper Back
656,Blacc,2023-01-20 20:17:00,Bent Over Row (Barbell),60.0,9,8.0,12,Upper Back
657,Blacc,2023-01-20 20:17:00,Bent Over Row (Barbell),70.0,5,8.0,12,Upper Back
658,Blacc,2023-01-20 20:17:00,Lat Pulldown (Cable),50.0,12,8.0,12,Lats
659,Blacc,2023-01-20 20:17:00,Lat Pulldown (Cable),60.0,10,8.0,12,Lats
660,Blacc,2023-01-20 20:17:00,Lat Pulldown (Cable),60.0,8,8.0,12,Lats
661,Blacc,2023-01-20 20:17:00,Lat Pulldown (Cable),60.0,6,8.0,12,Lats
662,Blacc,2023-01-20 20:17:00,Hip Thrust (Barbell),30.0,10,8.0,12,Glutes; Hamstrings
663,Blacc,2023-01-20 20:17:00,Hip Thrust (Barbell),30.0,10,8.0,12,Glutes; Hamstrings
664,Blacc,2023-01-20 20:17:00,Hip Thrust (Barbell),40.0,17,8.0,12,Glutes; Hamstrings
665,Blacc,2023-01-20 20:17:00,Hip Thrust (Barbell),40.0,16,8.0,12,Glutes; Hamstrings
666,Blacc,2023-01-20 20:17:00,Dumbbell Row,20.0,10,8.0,12,Upper Back
667,Blacc,2023-01-20 20:17:00,Dumbbell Row,22.0,8,8.0,12,Upper Back
668,Blacc,2023-01-20 20:17:00,Dumbbell Row,26.0,6,8.0,12,Upper Back
669,Blacc,2023-01-20 20:17:00,Dumbbell Row,26.0,6,8.0,12,Upper Back
670,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),30.0,6,8.0,13,Chest
671,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),40.0,8,8.0,13,Chest
672,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),40.0,8,8.0,13,Chest
673,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),50.0,10,8.0,13,Chest
674,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),60.0,7,8.0,13,Chest
675,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),60.0,6,8.0,13,Chest
676,Trishit,2023-01-23 06:42:00,Bench Press (Barbell),70.0,2,8.0,13,Chest
677,Trishit,2023-01-23 06:42:00,Squat (Barbell),60.0,10,8.0,13,Quads; Hamstrings; Glutes
678,Trishit,2023-01-23 06:42:00,Squat (Barbell),70.0,6,8.0,13,Quads; Hamstrings; Glutes
679,Trishit,2023-01-23 06:42:00,Squat (Barbell),70.0,6,8.0,13,Quads; Hamstrings; Glutes
680,Trishit,2023-01-23 06:42:00,Squat (Barbell),80.0,3,8.0,13,Quads; Hamstrings; Glutes
681,Trishit,2023-01-23 06:42:00,Deadlift (Barbell),60.0,8,8.0,13,Hamstrings; Glutes
682,Trishit,2023-01-23 06:42:00,Deadlift (Barbell),80.0,6,8.0,13,Hamstrings; Glutes
683,Trishit,2023-01-23 06:42:00,Deadlift (Barbell),80.0,6,8.0,13,Hamstrings; Glutes
684,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),40.0,8,8.0,13,Chest
685,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),50.0,8,8.0,13,Chest
686,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),50.0,8,8.0,13,Chest
687,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),60.0,5,8.0,13,Chest
688,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),65.0,4,8.0,13,Chest
689,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),60.0,8,8.0,13,Chest
690,Trishit,2023-01-25 12:41:00,Bench Press (Barbell),70.0,2,8.0,13,Chest
691,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),60.0,8,8.0,13,Hamstrings; Glutes
692,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),80.0,8,8.0,13,Hamstrings; Glutes
693,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),90.0,5,8.0,13,Hamstrings; Glutes
694,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),100.0,5,8.0,13,Hamstrings; Glutes
695,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),110.0,3,8.0,13,Hamstrings; Glutes
696,Trishit,2023-01-25 12:41:00,Deadlift (Barbell),100.0,6,8.0,13,Hamstrings; Glutes
697,Trishit,2023-01-25 12:41:00,Lat Pulldown (Cable),50.0,12,8.0,13,Lats
698,Trishit,2023-01-25 12:41:00,Lat Pulldown (Cable),60.0,10,8.0,13,Lats
699,Trishit,2023-01-25 12:41:00,Lat Pulldown (Cable),60.0,8,8.0,13,Lats
700,Trishit,2023-01-27 10:04:00,Squat (Barbell),50.0,8,8.0,13,Quads; Hamstrings; Glutes
701,Trishit,2023-01-27 10:04:00,Squat (Barbell),50.0,5,8.0,13,Quads; Hamstrings; Glutes
702,Trishit,2023-01-27 10:04:00,Squat (Barbell),60.0,5,8.0,13,Quads; Hamstrings; Glutes
703,Trishit,2023-01-27 10:04:00,Squat (Barbell),70.0,6,8.0,13,Quads; Hamstrings; Glutes
704,Trishit,2023-01-27 10:04:00,Squat (Barbell),80.0,6,8.0,13,Quads; Hamstrings; Glutes
705,Trishit,2023-01-27 10:04:00,Squat (Barbell),90.0,2,8.0,13,Quads; Hamstrings; Glutes
706,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),60.0,8,8.0,13,Hamstrings; Glutes
707,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),60.0,8,8.0,13,Hamstrings; Glutes
708,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),70.0,5,8.0,13,Hamstrings; Glutes
709,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),80.0,5,8.0,13,Hamstrings; Glutes
710,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),90.0,5,8.0,13,Hamstrings; Glutes
711,Trishit,2023-01-27 10:04:00,Deadlift (Barbell),100.0,6,8.0,13,Hamstrings; Glutes
712,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),24.0,8,8.0,13,Shoulders
713,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),24.0,8,8.0,13,Shoulders
714,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),28.0,8,8.0,13,Shoulders
715,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),30.0,8,8.0,13,Shoulders
716,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),40.0,8,8.0,13,Shoulders
717,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),45.0,6,8.0,13,Shoulders
718,Trishit,2023-01-27 10:04:00,Overhead Press (Barbell),50.0,3,8.0,13,Shoulders
719,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),40.0,8,8.0,14,Chest
720,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),50.0,8,8.0,14,Chest
721,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),55.0,6,8.0,14,Chest
722,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),60.0,6,8.0,14,Chest
723,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),60.0,4,8.0,14,Chest
724,Booba,2023-01-30 07:14:00,Incline Bench Press (Barbell),70.0,1,8.0,14,Chest
725,Booba,2023-01-30 07:14:00,Bench Press (Dumbbell),20.0,12,8.0,14,Chest
726,Booba,2023-01-30 07:14:00,Bench Press (Dumbbell),22.0,10,8.0,14,Chest
727,Booba,2023-01-30 07:14:00,Bench Press (Dumbbell),24.0,6,8.0,14,Chest
728,Booba,2023-01-30 07:14:00,Bench Press (Dumbbell),24.0,8,8.0,14,Chest
729,Booba,2023-01-30 07:14:00,Decline Bench Press (Barbell),50.0,8,8.0,14,Chest
730,Booba,2023-01-30 07:14:00,Decline Bench Press (Barbell),50.0,6,8.0,14,Chest
731,Booba,2023-01-30 07:14:00,Decline Bench Press (Barbell),60.0,6,8.0,14,Chest
732,Booba,2023-01-30 07:14:00,Decline Bench Press (Barbell),60.0,5,8.0,14,Chest
733,Booba,2023-01-30 07:14:00,Low Cable Fly Crossovers,17.5,10,8.0,14,Chest
734,Booba,2023-01-30 07:14:00,Low Cable Fly Crossovers,20.0,8,8.0,14,Chest
735,Booba,2023-01-30 07:14:00,Low Cable Fly Crossovers,20.0,7,8.0,14,Chest
736,Booba,2023-01-30 07:14:00,Low Cable Fly Crossovers,22.5,7,8.0,14,Chest
737,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),60.0,8,8.0,14,Hamstrings; Glutes
738,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),60.0,8,8.0,14,Hamstrings; Glutes
739,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),70.0,8,8.0,14,Hamstrings; Glutes
740,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),90.0,6,8.0,14,Hamstrings; Glutes
741,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),100.0,5,8.0,14,Hamstrings; Glutes
742,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),100.0,6,8.0,14,Hamstrings; Glutes
743,Blacc,2023-02-02 15:40:00,Deadlift (Barbell),110.0,4,8.0,14,Hamstrings; Glutes
744,Blacc,2023-02-02 15:40:00,Iso-Lateral High Row (Machine),70.0,10,8.0,14,Upper Back
745,Blacc,2023-02-02 15:40:00,Iso-Lateral High Row (Machine),80.0,8,8.0,14,Upper Back
746,Blacc,2023-02-02 15:40:00,Iso-Lateral High Row (Machine),80.0,7,8.0,14,Upper Back
747,Blacc,2023-02-02 15:40:00,Iso-Lateral High Row (Machine),90.0,5,8.0,14,Upper Back
748,Blacc,2023-02-02 15:40:00,Lat Pulldown (Cable),50.0,10,8.0,14,Lats
749,Blacc,2023-02-02 15:40:00,Lat Pulldown (Cable),60.0,8,8.0,14,Lats
750,Blacc,2023-02-02 15:40:00,Lat Pulldown (Cable),60.0,7,8.0,14,Lats
751,Blacc,2023-02-02 15:40:00,Dumbbell Row,20.0,10,8.0,14,Upper Back
752,Blacc,2023-02-02 15:40:00,Dumbbell Row,24.0,8,8.0,14,Upper Back
753,Blacc,2023-02-02 15:40:00,Dumbbell Row,26.0,6,8.0,14,Upper Back
754,Blacc,2023-02-02 15:40:00,Bicep Curl (Barbell),20.0,12,8.0,14,Biceps
755,Blacc,2023-02-02 15:40:00,Bicep Curl (Barbell),20.0,9,8.0,14,Biceps
756,Blacc,2023-02-02 15:40:00,Bicep Curl (Barbell),20.0,9,8.0,14,Biceps
757,Blacc,2023-02-02 15:40:00,Hammer Curl (Cable),25.0,10,8.0,14,Biceps
758,Blacc,2023-02-02 15:40:00,Hammer Curl (Cable),30.0,11,8.0,14,Biceps
759,Blacc,2023-02-02 15:40:00,Hammer Curl (Cable),35.0,9,8.0,14,Biceps
760,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),16.0,8,8.0,14,Shoulders
761,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),16.0,8,8.0,14,Shoulders
762,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),20.0,7,8.0,14,Shoulders
763,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),20.0,5,8.0,14,Shoulders
764,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),20.0,8,8.0,14,Shoulders
765,Afternoon workout 💪,2023-02-03 16:57:00,Shoulder Press (Dumbbell),20.0,7,8.0,14,Shoulders
766,Afternoon workout 💪,2023-02-03 16:57:00,Lateral Raise (Dumbbell),8.0,14,8.0,14,Shoulders
767,Afternoon workout 💪,2023-02-03 16:57:00,Lateral Raise (Dumbbell),8.0,14,8.0,14,Shoulders
768,Afternoon workout 💪,2023-02-03 16:57:00,Lateral Raise (Dumbbell),10.0,8,8.0,14,Shoulders
769,Afternoon workout 💪,2023-02-03 16:57:00,Skullcrusher (Barbell),20.0,15,8.0,14,Triceps
770,Afternoon workout 💪,2023-02-03 16:57:00,Skullcrusher (Barbell),22.5,8,8.0,14,Triceps
771,Afternoon workout 💪,2023-02-03 16:57:00,Skullcrusher (Barbell),22.5,8,8.0,14,Triceps
772,Afternoon workout 💪,2023-02-03 16:57:00,Triceps Extension (Cable),25.0,12,8.0,14,Triceps
773,Afternoon workout 💪,2023-02-03 16:57:00,Triceps Extension (Cable),25.0,11,8.0,14,Triceps
774,Afternoon workout 💪,2023-02-03 16:57:00,Triceps Extension (Cable),30.0,6,8.0,14,Triceps
775,Afternoon workout 💪,2023-02-03 16:57:00,Triceps Extension (Cable),15.0,18,8.0,14,Triceps
776,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),40.0,8,8.0,15,Chest
777,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),50.0,8,8.0,15,Chest
778,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),50.0,8,8.0,15,Chest
779,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),55.0,6,8.0,15,Chest
780,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),60.0,6,8.0,15,Chest
781,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),65.0,3,8.0,15,Chest
782,Booba,2023-02-06 16:12:00,Incline Bench Press (Barbell),60.0,6,8.0,15,Chest
783,Booba,2023-02-06 16:12:00,Bench Press (Dumbbell),22.0,14,8.0,15,Chest
784,Booba,2023-02-06 16:12:00,Bench Press (Dumbbell),24.0,8,8.0,15,Chest
785,Booba,2023-02-06 16:12:00,Bench Press (Dumbbell),24.0,7,8.0,15,Chest
786,Booba,2023-02-06 16:12:00,Bench Press (Dumbbell),26.0,4,8.0,15,Chest
787,Booba,2023-02-06 16:12:00,Decline Bench Press (Barbell),50.0,10,8.0,15,Chest
788,Booba,2023-02-06 16:12:00,Decline Bench Press (Barbell),60.0,4,8.0,15,Chest
789,Booba,2023-02-06 16:12:00,Decline Bench Press (Barbell),60.0,4,8.0,15,Chest
790,Booba,2023-02-06 16:12:00,Incline Chest Press (Machine),50.0,4,8.0,15,Chest
791,Booba,2023-02-06 16:12:00,Incline Chest Press (Machine),40.0,6,8.0,15,Chest
792,Booba,2023-02-06 16:12:00,Incline Chest Press (Machine),30.0,10,8.0,15,Chest
793,Booba,2023-02-06 16:12:00,Lateral Raise (Dumbbell),8.0,15,8.0,15,Shoulders
794,Booba,2023-02-06 16:12:00,Lateral Raise (Dumbbell),8.0,15,8.0,15,Shoulders
795,Blacc,2023-02-07 18:56:00,Deadlift (Trap bar),40.0,8,8.0,15,Hamstrings; Glutes
796,Blacc,2023-02-07 18:56:00,Deadlift (Trap bar),100.0,6,8.0,15,Hamstrings; Glutes
797,Blacc,2023-02-07 18:56:00,Deadlift (Trap bar),100.0,6,8.0,15,Hamstrings; Glutes
798,Blacc,2023-02-07 18:56:00,Deadlift (Trap bar),110.0,5,8.0,15,Hamstrings; Glutes
799,Blacc,2023-02-07 18:56:00,Deadlift (Trap bar),110.0,5,8.0,15,Hamstrings; Glutes
800,Blacc,2023-02-07 18:56:00,Iso-Lateral High Row (Machine),70.0,8,8.0,15,Upper Back
801,Blacc,2023-02-07 18:56:00,Iso-Lateral High Row (Machine),80.0,10,8.0,15,Upper Back
802,Blacc,2023-02-07 18:56:00,Iso-Lateral High Row (Machine),90.0,6,8.0,15,Upper Back
803,Blacc,2023-02-07 18:56:00,Iso-Lateral High Row (Machine),90.0,5,8.0,15,Upper Back
804,Blacc,2023-02-07 18:56:00,T Bar Row,35.0,11,8.0,15,Upper Back
805,Blacc,2023-02-07 18:56:00,T Bar Row,35.0,9,8.0,15,Upper Back
806,Blacc,2023-02-07 18:56:00,T Bar Row,40.0,9,8.0,15,Upper Back
807,Blacc,2023-02-07 18:56:00,T Bar Row,45.0,7,8.0,15,Upper Back
808,Blacc,2023-02-07 18:56:00,Seated Cable Row,45.0,10,8.0,15,Upper Back
809,Blacc,2023-02-07 18:56:00,Seated Cable Row,60.0,7,8.0,15,Upper Back
810,Blacc,2023-02-07 18:56:00,Seated Cable Row,50.0,8,8.0,15,Upper Back
811,Blacc,2023-02-07 18:56:00,Seated Cable Row,55.0,7,8.0,15,Upper Back
812,Blacc,2023-02-07 18:56:00,Lat Pulldown (Cable),50.0,10,8.0,15,Lats
813,Blacc,2023-02-07 18:56:00,Lat Pulldown (Cable),50.0,10,8.0,15,Lats
814,Blacc,2023-02-07 18:56:00,Lat Pulldown (Cable),60.0,6,8.0,15,Lats
815,Blacc,2023-02-07 18:56:00,Bent Over Row (Barbell),40.0,8,8.0,15,Upper Back
816,Blacc,2023-02-07 18:56:00,Bent Over Row (Barbell),60.0,8,8.0,15,Upper Back
817,Blacc,2023-02-07 18:56:00,Bent Over Row (Barbell),60.0,8,8.0,15,Upper Back
818,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),30.0,5,8.0,15,Quads; Hamstrings; Glutes
819,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),70.0,5,8.0,15,Quads; Hamstrings; Glutes
820,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),70.0,5,8.0,15,Quads; Hamstrings; Glutes
821,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),80.0,6,8.0,15,Quads; Hamstrings; Glutes
822,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),90.0,5,8.0,15,Quads; Hamstrings; Glutes
823,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),90.0,5,8.0,15,Quads; Hamstrings; Glutes
824,Afternoon workout 💪,2023-02-10 16:39:00,Hack Squat (Machine),100.0,3,8.0,15,Quads; Hamstrings; Glutes
825,Afternoon workout 💪,2023-02-10 16:39:00,Seated Leg Curl (Machine),40.0,20,8.0,15,Hamstrings
826,Afternoon workout 💪,2023-02-10 16:39:00,Seated Leg Curl (Machine),50.0,16,8.0,15,Hamstrings
827,Afternoon workout 💪,2023-02-10 16:39:00,Seated Leg Curl (Machine),60.0,12,8.0,15,Hamstrings
828,Afternoon workout 💪,2023-02-10 16:39:00,Seated Leg Curl (Machine),70.0,11,8.0,15,Hamstrings
829,Afternoon workout 💪,2023-02-10 16:39:00,Squat (Barbell),60.0,5,8.0,15,Quads; Hamstrings; Glutes
830,Afternoon workout 💪,2023-02-10 16:39:00,Squat (Barbell),70.0,5,8.0,15,Quads; Hamstrings; Glutes
831,Afternoon workout 💪,2023-02-10 16:39:00,Squat (Barbell),80.0,3,8.0,15,Quads; Hamstrings; Glutes
832,Afternoon workout 💪,2023-02-10 16:39:00,Seated Calf Raise,50.0,10,8.0,15,Calves
833,Afternoon workout 💪,2023-02-10 16:39:00,Seated Calf Raise,60.0,16,8.0,15,Calves
834,Afternoon workout 💪,2023-02-10 16:39:00,Seated Calf Raise,60.0,16,8.0,15,Calves
835,Afternoon workout 💪,2023-02-10 16:39:00,Seated Calf Raise,70.0,11,8.0,15,Calves
836,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),20.0,8,8.0,15,Shoulders
837,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),20.0,8,8.0,15,Shoulders
838,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),30.0,8,8.0,15,Shoulders
839,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),40.0,6,8.0,15,Shoulders
840,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),45.0,6,8.0,15,Shoulders
841,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),45.0,5,8.0,15,Shoulders
842,Morning workout ☀️,2023-02-11 11:12:00,Overhead Press (Barbell),50.0,3,8.0,15,Shoulders
843,Morning workout ☀️,2023-02-11 11:12:00,Front Raise (Dumbbell),8.0,12,8.0,15,Shoulders
844,Morning workout ☀️,2023-02-11 11:12:00,Front Raise (Dumbbell),10.0,10,8.0,15,Shoulders
845,Morning workout ☀️,2023-02-11 11:12:00,Front Raise (Dumbbell),10.0,10,8.0,15,Shoulders
846,Morning workout ☀️,2023-02-11 11:12:00,Front Raise (Dumbbell),12.0,8,8.0,15,Shoulders
847,Morning workout ☀️,2023-02-11 11:12:00,Lateral Raise (Dumbbell),8.0,20,8.0,15,Shoulders
848,Morning workout ☀️,2023-02-11 11:12:00,Lateral Raise (Dumbbell),10.0,12,8.0,15,Shoulders
849,Morning workout ☀️,2023-02-11 11:12:00,Lateral Raise (Dumbbell),10.0,12,8.0,15,Shoulders
850,Morning workout ☀️,2023-02-11 11:12:00,Lateral Raise (Dumbbell),12.0,8,8.0,15,Shoulders
851,Morning workout ☀️,2023-02-11 11:12:00,Hammer Curl (Dumbbell),8.0,12,8.0,15,Biceps
852,Morning workout ☀️,2023-02-11 11:12:00,Hammer Curl (Dumbbell),10.0,8,8.0,15,Biceps
853,Morning workout ☀️,2023-02-11 11:12:00,Hammer Curl (Dumbbell),10.0,8,8.0,15,Biceps
854,Morning workout ☀️,2023-02-11 11:12:00,Hammer Curl (Dumbbell),12.0,6,8.0,15,Biceps
855,Morning workout ☀️,2023-02-11 11:12:00,Skullcrusher (Barbell),20.0,15,8.0,15,Triceps
856,Morning workout ☀️,2023-02-11 11:12:00,Skullcrusher (Barbell),25.0,10,8.0,15,Triceps
857,Morning workout ☀️,2023-02-11 11:12:00,Skullcrusher (Barbell),25.0,10,8.0,15,Triceps
858,Morning workout ☀️,2023-02-11 11:12:00,Skullcrusher (Barbell),30.0,5,8.0,15,Triceps
859,Morning workout ☀️,2023-02-11 11:12:00,Bench Press - Close Grip (Barbell),20.0,10,8.0,15,Triceps
860,Morning workout ☀️,2023-02-11 11:12:00,Bench Press - Close Grip (Barbell),25.0,8,8.0,15,Triceps
861,Morning workout ☀️,2023-02-11 11:12:00,Bench Press - Close Grip (Barbell),25.0,7,8.0,15,Triceps
862,Morning workout ☀️,2023-02-11 11:12:00,Bench Press - Close Grip (Barbell),30.0,8,8.0,15,Triceps
863,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Barbell),20.0,14,8.0,15,Biceps
864,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Barbell),20.0,10,8.0,15,Biceps
865,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Barbell),20.0,9,8.0,15,Biceps
866,Morning workout ☀️,2023-02-11 11:12:00,Triceps Extension (Cable),25.0,14,8.0,15,Triceps
867,Morning workout ☀️,2023-02-11 11:12:00,Triceps Extension (Cable),25.0,11,8.0,15,Triceps
868,Morning workout ☀️,2023-02-11 11:12:00,Triceps Extension (Cable),30.0,6,8.0,15,Triceps
869,Morning workout ☀️,2023-02-11 11:12:00,Triceps Extension (Cable),15.0,15,8.0,15,Triceps
870,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Cable),25.0,20,8.0,15,Biceps
871,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Cable),30.0,15,8.0,15,Biceps
872,Morning workout ☀️,2023-02-11 11:12:00,Bicep Curl (Cable),35.0,11,8.0,15,Biceps
873,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),50.0,8,8.0,16,Chest
874,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),50.0,8,8.0,16,Chest
875,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),55.0,8,8.0,16,Chest
876,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),60.0,6,8.0,16,Chest
877,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),65.0,5,8.0,16,Chest
878,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),60.0,7,8.0,16,Chest
879,Morning workout ☀️,2023-02-14 06:20:00,Bench Press (Barbell),70.0,3,8.0,16,Chest
880,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),60.0,8,8.0,16,Hamstrings; Glutes
881,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),60.0,8,8.0,16,Hamstrings; Glutes
882,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),70.0,8,8.0,16,Hamstrings; Glutes
883,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),90.0,6,8.0,16,Hamstrings; Glutes
884,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),100.0,4,8.0,16,Hamstrings; Glutes
885,Morning workout ☀️,2023-02-14 06:20:00,Deadlift (Barbell),100.0,5,8.0,16,Hamstrings; Glutes
886,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),30.0,8,8.0,16,Shoulders
887,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),30.0,8,8.0,16,Shoulders
888,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),40.0,8,8.0,16,Shoulders
889,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),40.0,5,8.0,16,Shoulders
890,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),45.0,5,8.0,16,Shoulders
891,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),45.0,5,8.0,16,Shoulders
892,Morning workout ☀️,2023-02-17 06:51:00,Overhead Press (Barbell),50.0,1,8.0,16,Shoulders
893,Morning workout ☀️,2023-02-17 06:51:00,Squat (Barbell),50.0,8,8.0,16,Quads; Hamstrings; Glutes
